Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
34,35,5,6,29,30,5,Train/5/00005_00051_00008.png
35,36,5,6,30,31,5,Train/5/00005_00051_00009.png
37,37,6,6,32,32,5,Train/5/00005_00051_00010.png
37,38,5,6,32,33,5,Train/5/00005_00051_00011.png
38,39,5,6,33,34,5,Train/5/00005_00051_00012.png
40,40,6,6,35,35,5,Train/5/00005_00051_00013.png
40,41,6,6,35,35,5,Train/5/00005_00051_00014.png
43,43,6,6,37,37,5,Train/5/00005_00051_00015.png
43,44,5,6,38,39,5,Train/5/00005_00051_00016.png
44,44,5,5,39,39,5,Train/5/00005_00051_00017.png
45,46,5,6,40,41,5,Train/5/00005_00051_00018.png
46,47,5,5,41,41,5,Train/5/00005_00051_00019.png
48,48,5,5,43,43,5,Train/5/00005_00051_00020.png
51,51,6,6,46,46,5,Train/5/00005_00051_00021.png
53,52,6,5,48,47,5,Train/5/00005_00051_00022.png
56,56,6,6,51,51,5,Train/5/00005_00051_00023.png
59,59,6,6,54,54,5,Train/5/00005_00051_00024.png
60,61,5,6,55,56,5,Train/5/00005_00051_00025.png
64,64,5,6,59,59,5,Train/5/00005_00051_00026.png
68,69,7,6,62,63,5,Train/5/00005_00051_00027.png
71,73,7,7,65,67,5,Train/5/00005_00051_00028.png
75,75,6,6,69,69,5,Train/5/00005_00051_00029.png
29,29,6,6,24,24,5,Train/5/00005_00052_00000.png
29,28,6,5,24,23,5,Train/5/00005_00052_00001.png
28,28,5,5,23,23,5,Train/5/00005_00052_00002.png
31,30,6,5,26,25,5,Train/5/00005_00052_00003.png
33,32,6,5,28,27,5,Train/5/00005_00052_00004.png
32,32,5,5,27,27,5,Train/5/00005_00052_00005.png
32,33,5,6,27,28,5,Train/5/00005_00052_00006.png
34,35,5,6,29,30,5,Train/5/00005_00052_00007.png
34,34,5,5,29,29,5,Train/5/00005_00052_00008.png
34,34,5,5,29,29,5,Train/5/00005_00052_00009.png
35,35,6,6,30,30,5,Train/5/00005_00052_00010.png
35,35,6,6,30,30,5,Train/5/00005_00052_00011.png
37,37,6,6,32,32,5,Train/5/00005_00052_00012.png
37,36,6,5,32,31,5,Train/5/00005_00052_00013.png
39,38,6,5,34,33,5,Train/5/00005_00052_00014.png
38,38,5,5,33,33,5,Train/5/00005_00052_00015.png
39,38,6,5,34,33,5,Train/5/00005_00052_00016.png
40,41,5,6,35,36,5,Train/5/00005_00052_00017.png
42,43,5,6,37,38,5,Train/5/00005_00052_00018.png
42,42,5,5,37,37,5,Train/5/00005_00052_00019.png
42,42,5,5,37,37,5,Train/5/00005_00052_00020.png
44,44,5,5,39,39,5,Train/5/00005_00052_00021.png
44,44,5,5,39,39,5,Train/5/00005_00052_00022.png
47,47,6,6,42,42,5,Train/5/00005_00052_00023.png
48,48,5,5,43,43,5,Train/5/00005_00052_00024.png
48,49,5,6,43,44,5,Train/5/00005_00052_00025.png
52,52,5,5,47,47,5,Train/5/00005_00052_00026.png
53,52,6,5,48,47,5,Train/5/00005_00052_00027.png
57,56,6,5,52,51,5,Train/5/00005_00052_00028.png
60,61,5,6,55,56,5,Train/5/00005_00052_00029.png
26,26,5,5,21,21,5,Train/5/00005_00053_00000.png
27,27,5,5,22,22,5,Train/5/00005_00053_00001.png
28,28,6,6,23,23,5,Train/5/00005_00053_00002.png
28,28,6,6,23,23,5,Train/5/00005_00053_00003.png
28,28,6,6,23,23,5,Train/5/00005_00053_00004.png
28,28,5,5,23,23,5,Train/5/00005_00053_00005.png
29,30,5,6,24,25,5,Train/5/00005_00053_00006.png
30,31,5,6,25,26,5,Train/5/00005_00053_00007.png
31,31,5,5,26,26,5,Train/5/00005_00053_00008.png
31,29,5,5,26,24,5,Train/5/00005_00053_00009.png
33,30,6,5,28,25,5,Train/5/00005_00053_00010.png
35,31,6,5,30,26,5,Train/5/00005_00053_00011.png
35,33,6,6,30,28,5,Train/5/00005_00053_00012.png
37,35,6,6,32,30,5,Train/5/00005_00053_00013.png
37,34,6,5,32,29,5,Train/5/00005_00053_00014.png
37,35,5,5,32,30,5,Train/5/00005_00053_00015.png
38,36,5,5,33,31,5,Train/5/00005_00053_00016.png
39,37,5,5,34,32,5,Train/5/00005_00053_00017.png
41,39,6,6,36,34,5,Train/5/00005_00053_00018.png
42,39,6,5,37,34,5,Train/5/00005_00053_00019.png
42,42,5,6,37,37,5,Train/5/00005_00053_00020.png
44,43,5,5,39,38,5,Train/5/00005_00053_00021.png
45,45,6,6,40,40,5,Train/5/00005_00053_00022.png
50,49,6,6,45,44,5,Train/5/00005_00053_00023.png
53,51,6,5,48,46,5,Train/5/00005_00053_00024.png
53,52,5,5,48,47,5,Train/5/00005_00053_00025.png
57,57,5,6,52,52,5,Train/5/00005_00053_00026.png
63,63,5,6,58,58,5,Train/5/00005_00053_00027.png
72,71,7,7,66,65,5,Train/5/00005_00053_00028.png
74,74,6,7,68,68,5,Train/5/00005_00053_00029.png
28,27,5,6,23,22,5,Train/5/00005_00054_00000.png
29,26,6,5,24,21,5,Train/5/00005_00054_00001.png
27,26,5,5,22,21,5,Train/5/00005_00054_00002.png
29,27,6,5,24,22,5,Train/5/00005_00054_00003.png
29,29,5,6,24,24,5,Train/5/00005_00054_00004.png
31,30,6,6,26,25,5,Train/5/00005_00054_00005.png
31,31,5,6,26,26,5,Train/5/00005_00054_00006.png
31,31,5,6,26,26,5,Train/5/00005_00054_00007.png
32,31,5,5,27,26,5,Train/5/00005_00054_00008.png
35,35,5,6,30,30,5,Train/5/00005_00054_00009.png
36,34,6,5,31,29,5,Train/5/00005_00054_00010.png
36,36,5,6,31,31,5,Train/5/00005_00054_00011.png
36,35,5,5,31,30,5,Train/5/00005_00054_00012.png
36,35,5,5,31,30,5,Train/5/00005_00054_00013.png
37,37,5,6,32,32,5,Train/5/00005_00054_00014.png
37,35,6,5,32,30,5,Train/5/00005_00054_00015.png
37,37,5,6,32,32,5,Train/5/00005_00054_00016.png
37,36,5,5,32,31,5,Train/5/00005_00054_00017.png
38,37,5,5,33,32,5,Train/5/00005_00054_00018.png
40,38,6,5,35,33,5,Train/5/00005_00054_00019.png
40,39,5,5,35,34,5,Train/5/00005_00054_00020.png
41,40,5,5,36,35,5,Train/5/00005_00054_00021.png
42,41,5,5,37,36,5,Train/5/00005_00054_00022.png
45,43,6,5,40,38,5,Train/5/00005_00054_00023.png
45,45,5,6,40,40,5,Train/5/00005_00054_00024.png
46,45,5,5,41,40,5,Train/5/00005_00054_00025.png
48,46,6,5,43,41,5,Train/5/00005_00054_00026.png
49,47,6,5,44,42,5,Train/5/00005_00054_00027.png
50,48,6,5,45,43,5,Train/5/00005_00054_00028.png
50,50,5,6,45,45,5,Train/5/00005_00054_00029.png
32,30,6,6,27,25,5,Train/5/00005_00055_00000.png
31,30,6,5,26,25,5,Train/5/00005_00055_00001.png
30,31,5,6,25,26,5,Train/5/00005_00055_00002.png
31,32,5,6,26,27,5,Train/5/00005_00055_00003.png
31,32,5,6,26,27,5,Train/5/00005_00055_00004.png
31,32,5,6,26,27,5,Train/5/00005_00055_00005.png
33,33,6,6,28,28,5,Train/5/00005_00055_00006.png
33,34,5,6,28,29,5,Train/5/00005_00055_00007.png
35,34,6,6,30,29,5,Train/5/00005_00055_00008.png
35,35,6,6,30,30,5,Train/5/00005_00055_00009.png
34,35,5,6,29,30,5,Train/5/00005_00055_00010.png
36,35,6,5,31,30,5,Train/5/00005_00055_00011.png
36,36,5,5,31,31,5,Train/5/00005_00055_00012.png
37,36,6,5,32,31,5,Train/5/00005_00055_00013.png
38,39,6,6,33,34,5,Train/5/00005_00055_00014.png
39,39,6,5,34,34,5,Train/5/00005_00055_00015.png
39,39,6,5,34,34,5,Train/5/00005_00055_00016.png
39,39,6,5,34,34,5,Train/5/00005_00055_00017.png
39,41,5,6,34,36,5,Train/5/00005_00055_00018.png
41,43,5,6,36,38,5,Train/5/00005_00055_00019.png
41,42,5,5,36,37,5,Train/5/00005_00055_00020.png
41,42,5,5,36,37,5,Train/5/00005_00055_00021.png
42,44,5,6,37,39,5,Train/5/00005_00055_00022.png
46,48,6,6,41,43,5,Train/5/00005_00055_00023.png
47,48,6,5,42,43,5,Train/5/00005_00055_00024.png
47,51,6,6,42,46,5,Train/5/00005_00055_00025.png
51,54,6,6,46,49,5,Train/5/00005_00055_00026.png
52,55,5,5,47,50,5,Train/5/00005_00055_00027.png
55,60,5,6,50,55,5,Train/5/00005_00055_00028.png
60,64,6,6,55,59,5,Train/5/00005_00055_00029.png
29,31,6,6,24,26,5,Train/5/00005_00056_00000.png
29,31,6,6,24,26,5,Train/5/00005_00056_00001.png
28,30,5,5,23,25,5,Train/5/00005_00056_00002.png
28,30,5,5,23,25,5,Train/5/00005_00056_00003.png
28,31,5,6,23,26,5,Train/5/00005_00056_00004.png
28,30,5,5,23,25,5,Train/5/00005_00056_00005.png
29,32,5,6,24,27,5,Train/5/00005_00056_00006.png
31,31,5,5,26,26,5,Train/5/00005_00056_00007.png
32,32,5,5,27,27,5,Train/5/00005_00056_00008.png
33,34,5,6,28,29,5,Train/5/00005_00056_00009.png
35,36,5,6,30,31,5,Train/5/00005_00056_00010.png
37,38,5,6,32,33,5,Train/5/00005_00056_00011.png
37,38,5,6,32,33,5,Train/5/00005_00056_00012.png
38,38,5,5,33,33,5,Train/5/00005_00056_00013.png
40,39,6,5,35,34,5,Train/5/00005_00056_00014.png
40,41,5,6,35,36,5,Train/5/00005_00056_00015.png
42,43,5,6,37,38,5,Train/5/00005_00056_00016.png
45,45,5,5,40,40,5,Train/5/00005_00056_00017.png
48,48,5,6,43,43,5,Train/5/00005_00056_00018.png
50,49,6,6,45,44,5,Train/5/00005_00056_00019.png
51,50,5,5,46,45,5,Train/5/00005_00056_00020.png
55,55,5,6,50,50,5,Train/5/00005_00056_00021.png
58,57,6,6,53,52,5,Train/5/00005_00056_00022.png
60,59,5,5,55,54,5,Train/5/00005_00056_00023.png
68,67,6,6,62,61,5,Train/5/00005_00056_00024.png
75,74,7,7,69,68,5,Train/5/00005_00056_00025.png
80,76,8,6,73,70,5,Train/5/00005_00056_00026.png
88,85,7,7,81,78,5,Train/5/00005_00056_00027.png
108,103,10,9,99,94,5,Train/5/00005_00056_00028.png
116,110,10,9,106,101,5,Train/5/00005_00056_00029.png
29,31,5,6,24,26,5,Train/5/00005_00057_00000.png
30,32,5,6,25,27,5,Train/5/00005_00057_00001.png
30,31,6,5,25,26,5,Train/5/00005_00057_00002.png
31,33,6,6,26,28,5,Train/5/00005_00057_00003.png
31,32,6,5,26,27,5,Train/5/00005_00057_00004.png
31,33,5,5,26,28,5,Train/5/00005_00057_00005.png
32,33,6,5,27,28,5,Train/5/00005_00057_00006.png
34,33,5,5,29,28,5,Train/5/00005_00057_00007.png
35,33,6,5,30,28,5,Train/5/00005_00057_00008.png
33,33,5,5,28,28,5,Train/5/00005_00057_00009.png
33,33,5,5,28,28,5,Train/5/00005_00057_00010.png
35,33,6,5,30,28,5,Train/5/00005_00057_00011.png
36,36,5,6,31,31,5,Train/5/00005_00057_00012.png
37,37,5,6,32,32,5,Train/5/00005_00057_00013.png
39,38,6,6,34,33,5,Train/5/00005_00057_00014.png
39,38,5,5,34,33,5,Train/5/00005_00057_00015.png
41,41,6,6,36,36,5,Train/5/00005_00057_00016.png
41,41,5,5,36,36,5,Train/5/00005_00057_00017.png
43,43,6,6,38,38,5,Train/5/00005_00057_00018.png
44,43,6,5,39,38,5,Train/5/00005_00057_00019.png
45,45,6,6,40,40,5,Train/5/00005_00057_00020.png
46,46,5,5,41,41,5,Train/5/00005_00057_00021.png
47,48,5,5,42,43,5,Train/5/00005_00057_00022.png
49,49,6,6,44,44,5,Train/5/00005_00057_00023.png
51,50,6,5,46,45,5,Train/5/00005_00057_00024.png
51,52,5,5,46,47,5,Train/5/00005_00057_00025.png
53,54,5,5,48,49,5,Train/5/00005_00057_00026.png
58,57,5,5,53,52,5,Train/5/00005_00057_00027.png
60,60,5,6,55,55,5,Train/5/00005_00057_00028.png
63,62,5,5,58,57,5,Train/5/00005_00057_00029.png
25,26,5,6,20,21,5,Train/5/00005_00058_00000.png
27,26,6,5,22,21,5,Train/5/00005_00058_00001.png
28,28,6,6,23,23,5,Train/5/00005_00058_00002.png
27,29,5,6,22,23,5,Train/5/00005_00058_00003.png
29,29,6,6,23,23,5,Train/5/00005_00058_00004.png
28,29,5,6,23,24,5,Train/5/00005_00058_00005.png
29,29,5,5,24,23,5,Train/5/00005_00058_00006.png
30,29,5,5,25,24,5,Train/5/00005_00058_00007.png
30,30,5,6,25,25,5,Train/5/00005_00058_00008.png
30,29,5,5,25,24,5,Train/5/00005_00058_00009.png
31,31,5,6,26,26,5,Train/5/00005_00058_00010.png
32,31,6,6,27,26,5,Train/5/00005_00058_00011.png
32,32,6,5,27,26,5,Train/5/00005_00058_00012.png
32,32,5,5,27,27,5,Train/5/00005_00058_00013.png
35,33,6,5,29,28,5,Train/5/00005_00058_00014.png
34,34,5,5,29,29,5,Train/5/00005_00058_00015.png
37,37,6,6,32,32,5,Train/5/00005_00058_00016.png
39,38,6,5,33,32,5,Train/5/00005_00058_00017.png
40,41,6,6,35,35,5,Train/5/00005_00058_00018.png
43,43,6,5,38,37,5,Train/5/00005_00058_00019.png
45,46,5,5,39,40,5,Train/5/00005_00058_00020.png
47,48,5,5,42,43,5,Train/5/00005_00058_00021.png
50,51,6,6,45,46,5,Train/5/00005_00058_00022.png
52,53,5,5,47,48,5,Train/5/00005_00058_00023.png
56,59,5,6,51,54,5,Train/5/00005_00058_00024.png
62,65,6,6,56,60,5,Train/5/00005_00058_00025.png
69,74,6,6,63,67,5,Train/5/00005_00058_00026.png
75,81,6,7,68,74,5,Train/5/00005_00058_00027.png
87,97,7,9,80,89,5,Train/5/00005_00058_00028.png
106,117,10,10,97,107,5,Train/5/00005_00058_00029.png
28,27,6,5,23,22,5,Train/5/00005_00059_00000.png
28,27,6,5,23,22,5,Train/5/00005_00059_00001.png
28,28,6,5,23,22,5,Train/5/00005_00059_00002.png
28,28,6,5,23,22,5,Train/5/00005_00059_00003.png
28,28,5,5,23,23,5,Train/5/00005_00059_00004.png
29,29,5,5,23,23,5,Train/5/00005_00059_00005.png
31,29,6,5,25,24,5,Train/5/00005_00059_00006.png
32,30,6,5,27,25,5,Train/5/00005_00059_00007.png
32,32,5,6,26,26,5,Train/5/00005_00059_00008.png
32,31,5,5,27,26,5,Train/5/00005_00059_00009.png
33,32,5,5,28,27,5,Train/5/00005_00059_00010.png
34,33,5,5,29,28,5,Train/5/00005_00059_00011.png
36,35,5,5,30,29,5,Train/5/00005_00059_00012.png
38,36,6,5,32,30,5,Train/5/00005_00059_00013.png
39,37,6,5,34,32,5,Train/5/00005_00059_00014.png
39,38,5,5,33,32,5,Train/5/00005_00059_00015.png
41,40,6,6,36,35,5,Train/5/00005_00059_00016.png
42,40,6,5,37,35,5,Train/5/00005_00059_00017.png
43,42,5,5,38,37,5,Train/5/00005_00059_00018.png
45,44,5,5,40,39,5,Train/5/00005_00059_00019.png
48,47,5,5,43,42,5,Train/5/00005_00059_00020.png
50,49,6,6,45,44,5,Train/5/00005_00059_00021.png
53,52,6,6,48,47,5,Train/5/00005_00059_00022.png
57,55,6,5,52,50,5,Train/5/00005_00059_00023.png
61,59,6,5,56,54,5,Train/5/00005_00059_00024.png
67,64,6,5,61,59,5,Train/5/00005_00059_00025.png
74,72,7,6,68,66,5,Train/5/00005_00059_00026.png
83,82,7,7,76,75,5,Train/5/00005_00059_00027.png
88,87,7,7,81,80,5,Train/5/00005_00059_00028.png
104,101,10,9,95,93,5,Train/5/00005_00059_00029.png
26,27,6,6,21,22,5,Train/5/00005_00060_00000.png
27,28,6,6,21,22,5,Train/5/00005_00060_00001.png
28,27,6,5,22,22,5,Train/5/00005_00060_00002.png
28,28,6,6,22,23,5,Train/5/00005_00060_00003.png
28,28,6,5,23,23,5,Train/5/00005_00060_00004.png
28,29,6,6,23,24,5,Train/5/00005_00060_00005.png
27,29,5,6,22,24,5,Train/5/00005_00060_00006.png
28,29,6,5,23,23,5,Train/5/00005_00060_00007.png
27,31,5,6,22,25,5,Train/5/00005_00060_00008.png
28,31,5,6,22,26,5,Train/5/00005_00060_00009.png
28,31,5,6,22,26,5,Train/5/00005_00060_00010.png
29,31,6,5,24,26,5,Train/5/00005_00060_00011.png
30,32,6,5,25,27,5,Train/5/00005_00060_00012.png
30,34,5,5,25,28,5,Train/5/00005_00060_00013.png
32,36,5,6,26,30,5,Train/5/00005_00060_00014.png
33,36,6,6,28,31,5,Train/5/00005_00060_00015.png
33,36,5,5,27,30,5,Train/5/00005_00060_00016.png
33,38,5,6,28,32,5,Train/5/00005_00060_00017.png
35,38,6,6,29,33,5,Train/5/00005_00060_00018.png
35,38,5,5,29,33,5,Train/5/00005_00060_00019.png
35,38,5,5,29,33,5,Train/5/00005_00060_00020.png
35,41,5,6,30,35,5,Train/5/00005_00060_00021.png
36,42,6,6,31,37,5,Train/5/00005_00060_00022.png
37,43,6,6,32,37,5,Train/5/00005_00060_00023.png
39,42,6,5,34,37,5,Train/5/00005_00060_00024.png
39,44,5,5,34,39,5,Train/5/00005_00060_00025.png
42,47,6,6,37,42,5,Train/5/00005_00060_00026.png
43,50,5,6,38,45,5,Train/5/00005_00060_00027.png
47,52,6,5,42,47,5,Train/5/00005_00060_00028.png
48,57,6,5,43,51,5,Train/5/00005_00060_00029.png
27,27,6,6,21,21,5,Train/5/00005_00061_00000.png
26,26,5,5,20,21,5,Train/5/00005_00061_00001.png
27,29,6,6,22,23,5,Train/5/00005_00061_00002.png
27,29,6,6,22,23,5,Train/5/00005_00061_00003.png
28,28,6,5,23,23,5,Train/5/00005_00061_00004.png
28,29,5,5,23,23,5,Train/5/00005_00061_00005.png
29,29,5,5,24,24,5,Train/5/00005_00061_00006.png
29,30,6,6,24,25,5,Train/5/00005_00061_00007.png
29,30,6,6,24,25,5,Train/5/00005_00061_00008.png
29,30,5,6,23,25,5,Train/5/00005_00061_00009.png
31,31,6,6,25,25,5,Train/5/00005_00061_00010.png
32,31,6,5,26,25,5,Train/5/00005_00061_00011.png
31,32,5,5,26,26,5,Train/5/00005_00061_00012.png
33,33,6,6,28,28,5,Train/5/00005_00061_00013.png
35,34,6,6,29,29,5,Train/5/00005_00061_00014.png
35,34,6,5,30,29,5,Train/5/00005_00061_00015.png
35,35,5,5,29,29,5,Train/5/00005_00061_00016.png
36,37,5,6,31,32,5,Train/5/00005_00061_00017.png
38,38,6,6,33,33,5,Train/5/00005_00061_00018.png
38,40,5,6,33,35,5,Train/5/00005_00061_00019.png
41,43,5,6,36,38,5,Train/5/00005_00061_00020.png
42,43,5,5,37,38,5,Train/5/00005_00061_00021.png
43,46,5,6,38,41,5,Train/5/00005_00061_00022.png
47,48,6,6,42,43,5,Train/5/00005_00061_00023.png
48,50,5,6,43,45,5,Train/5/00005_00061_00024.png
52,52,6,5,46,46,5,Train/5/00005_00061_00025.png
56,58,5,6,50,53,5,Train/5/00005_00061_00026.png
58,60,5,6,53,55,5,Train/5/00005_00061_00027.png
61,64,5,6,56,59,5,Train/5/00005_00061_00028.png
72,73,7,7,66,67,5,Train/5/00005_00061_00029.png
26,26,5,6,20,21,7,Train/7/00007_00000_00000.png
26,26,5,5,21,21,7,Train/7/00007_00000_00001.png
28,28,6,6,22,22,7,Train/7/00007_00000_00002.png
28,28,6,6,23,23,7,Train/7/00007_00000_00003.png
28,27,6,5,23,22,7,Train/7/00007_00000_00004.png
29,28,6,5,24,23,7,Train/7/00007_00000_00005.png
30,29,6,5,25,24,7,Train/7/00007_00000_00006.png
31,30,6,5,26,25,7,Train/7/00007_00000_00007.png
32,32,6,5,27,27,7,Train/7/00007_00000_00008.png
32,32,6,5,27,27,7,Train/7/00007_00000_00009.png
33,34,6,6,28,29,7,Train/7/00007_00000_00010.png
33,34,6,6,28,29,7,Train/7/00007_00000_00011.png
34,36,5,6,29,30,7,Train/7/00007_00000_00012.png
37,37,6,6,32,32,7,Train/7/00007_00000_00013.png
37,38,6,6,32,32,7,Train/7/00007_00000_00014.png
37,38,5,6,32,33,7,Train/7/00007_00000_00015.png
41,40,6,6,35,35,7,Train/7/00007_00000_00016.png
42,42,5,5,36,36,7,Train/7/00007_00000_00017.png
44,43,6,5,39,38,7,Train/7/00007_00000_00018.png
46,46,5,5,40,40,7,Train/7/00007_00000_00019.png
49,49,5,5,44,43,7,Train/7/00007_00000_00020.png
51,51,5,6,46,45,7,Train/7/00007_00000_00021.png
56,54,6,6,51,49,7,Train/7/00007_00000_00022.png
61,59,6,6,56,54,7,Train/7/00007_00000_00023.png
68,65,6,6,62,59,7,Train/7/00007_00000_00024.png
76,73,7,7,69,67,7,Train/7/00007_00000_00025.png
83,83,7,8,76,76,7,Train/7/00007_00000_00026.png
103,97,9,9,94,89,7,Train/7/00007_00000_00027.png
112,104,10,9,103,95,7,Train/7/00007_00000_00028.png
146,130,12,11,133,118,7,Train/7/00007_00000_00029.png
27,26,6,5,21,21,7,Train/7/00007_00001_00000.png
26,28,5,6,20,22,7,Train/7/00007_00001_00001.png
27,28,6,6,22,23,7,Train/7/00007_00001_00002.png
26,29,5,6,21,23,7,Train/7/00007_00001_00003.png
27,28,6,5,22,22,7,Train/7/00007_00001_00004.png
27,29,5,6,22,24,7,Train/7/00007_00001_00005.png
29,29,6,5,23,23,7,Train/7/00007_00001_00006.png
29,29,6,5,23,23,7,Train/7/00007_00001_00007.png
30,30,6,5,24,24,7,Train/7/00007_00001_00008.png
29,31,5,6,23,25,7,Train/7/00007_00001_00009.png
30,30,6,5,25,25,7,Train/7/00007_00001_00010.png
30,31,5,6,25,26,7,Train/7/00007_00001_00011.png
32,31,6,5,27,26,7,Train/7/00007_00001_00012.png
33,33,6,6,28,28,7,Train/7/00007_00001_00013.png
34,34,6,6,28,28,7,Train/7/00007_00001_00014.png
33,35,5,6,28,29,7,Train/7/00007_00001_00015.png
35,34,6,5,30,29,7,Train/7/00007_00001_00016.png
35,36,6,6,30,31,7,Train/7/00007_00001_00017.png
36,36,6,5,30,31,7,Train/7/00007_00001_00018.png
35,38,5,6,30,33,7,Train/7/00007_00001_00019.png
37,39,6,6,31,33,7,Train/7/00007_00001_00020.png
37,38,6,5,32,33,7,Train/7/00007_00001_00021.png
38,39,6,6,33,34,7,Train/7/00007_00001_00022.png
40,39,5,5,35,34,7,Train/7/00007_00001_00023.png
41,40,5,5,35,34,7,Train/7/00007_00001_00024.png
42,41,6,6,37,35,7,Train/7/00007_00001_00025.png
42,40,5,5,37,35,7,Train/7/00007_00001_00026.png
44,41,6,5,39,36,7,Train/7/00007_00001_00027.png
44,42,5,5,39,37,7,Train/7/00007_00001_00028.png
47,43,6,5,42,38,7,Train/7/00007_00001_00029.png
37,40,5,5,32,35,7,Train/7/00007_00002_00000.png
38,41,5,5,32,35,7,Train/7/00007_00002_00001.png
39,42,5,6,33,37,7,Train/7/00007_00002_00002.png
40,43,6,6,34,37,7,Train/7/00007_00002_00003.png
41,42,6,5,35,37,7,Train/7/00007_00002_00004.png
41,44,5,6,35,39,7,Train/7/00007_00002_00005.png
41,45,5,6,36,40,7,Train/7/00007_00002_00006.png
43,45,6,5,37,40,7,Train/7/00007_00002_00007.png
42,47,5,6,37,42,7,Train/7/00007_00002_00008.png
44,48,6,6,39,43,7,Train/7/00007_00002_00009.png
44,49,5,6,39,44,7,Train/7/00007_00002_00010.png
46,51,5,6,40,45,7,Train/7/00007_00002_00011.png
47,52,5,6,42,47,7,Train/7/00007_00002_00012.png
48,53,5,6,43,48,7,Train/7/00007_00002_00013.png
49,53,5,5,44,48,7,Train/7/00007_00002_00014.png
51,54,6,5,46,49,7,Train/7/00007_00002_00015.png
55,58,6,6,49,53,7,Train/7/00007_00002_00016.png
56,61,5,6,51,55,7,Train/7/00007_00002_00017.png
60,62,6,5,55,57,7,Train/7/00007_00002_00018.png
61,67,5,6,56,61,7,Train/7/00007_00002_00019.png
65,71,6,7,60,65,7,Train/7/00007_00002_00020.png
69,73,6,6,63,67,7,Train/7/00007_00002_00021.png
72,77,6,7,66,71,7,Train/7/00007_00002_00022.png
78,84,7,8,71,77,7,Train/7/00007_00002_00023.png
84,92,8,9,77,84,7,Train/7/00007_00002_00024.png
94,105,8,9,86,96,7,Train/7/00007_00002_00025.png
105,115,10,10,95,105,7,Train/7/00007_00002_00026.png
113,124,10,10,103,114,7,Train/7/00007_00002_00027.png
123,136,11,12,112,124,7,Train/7/00007_00002_00028.png
131,145,11,12,120,133,7,Train/7/00007_00002_00029.png
30,31,5,6,25,26,7,Train/7/00007_00003_00000.png
32,31,6,5,27,26,7,Train/7/00007_00003_00001.png
32,33,5,6,27,28,7,Train/7/00007_00003_00002.png
32,33,5,6,27,28,7,Train/7/00007_00003_00003.png
32,32,5,5,27,27,7,Train/7/00007_00003_00004.png
34,34,6,6,29,29,7,Train/7/00007_00003_00005.png
34,34,5,5,29,29,7,Train/7/00007_00003_00006.png
35,36,5,6,30,31,7,Train/7/00007_00003_00007.png
37,38,5,6,32,33,7,Train/7/00007_00003_00008.png
38,39,5,6,33,34,7,Train/7/00007_00003_00009.png
38,39,5,6,33,34,7,Train/7/00007_00003_00010.png
40,39,6,5,35,34,7,Train/7/00007_00003_00011.png
40,40,5,5,35,35,7,Train/7/00007_00003_00012.png
42,42,6,6,37,37,7,Train/7/00007_00003_00013.png
43,43,6,6,38,38,7,Train/7/00007_00003_00014.png
44,44,5,5,39,39,7,Train/7/00007_00003_00015.png
46,47,5,6,41,42,7,Train/7/00007_00003_00016.png
49,49,6,6,44,44,7,Train/7/00007_00003_00017.png
50,50,5,5,45,45,7,Train/7/00007_00003_00018.png
53,53,6,6,48,48,7,Train/7/00007_00003_00019.png
55,56,5,6,50,51,7,Train/7/00007_00003_00020.png
58,57,6,5,53,52,7,Train/7/00007_00003_00021.png
59,59,5,5,54,54,7,Train/7/00007_00003_00022.png
64,68,6,6,59,62,7,Train/7/00007_00003_00023.png
72,75,7,7,66,69,7,Train/7/00007_00003_00024.png
80,83,8,7,73,76,7,Train/7/00007_00003_00025.png
86,92,8,9,79,84,7,Train/7/00007_00003_00026.png
96,99,9,8,88,91,7,Train/7/00007_00003_00027.png
107,111,9,9,98,102,7,Train/7/00007_00003_00028.png
125,129,11,11,115,118,7,Train/7/00007_00003_00029.png
31,31,6,6,26,26,7,Train/7/00007_00004_00000.png
30,31,5,5,25,25,7,Train/7/00007_00004_00001.png
32,31,6,5,26,25,7,Train/7/00007_00004_00002.png
32,31,6,5,27,26,7,Train/7/00007_00004_00003.png
32,33,5,6,27,28,7,Train/7/00007_00004_00004.png
33,33,5,5,28,28,7,Train/7/00007_00004_00005.png
34,35,5,6,29,30,7,Train/7/00007_00004_00006.png
35,35,5,5,30,30,7,Train/7/00007_00004_00007.png
37,37,6,6,32,32,7,Train/7/00007_00004_00008.png
37,37,5,5,32,32,7,Train/7/00007_00004_00009.png
37,37,5,5,32,32,7,Train/7/00007_00004_00010.png
38,39,5,6,33,34,7,Train/7/00007_00004_00011.png
40,39,6,5,35,34,7,Train/7/00007_00004_00012.png
42,41,6,5,37,36,7,Train/7/00007_00004_00013.png
43,43,6,6,38,38,7,Train/7/00007_00004_00014.png
44,44,6,6,39,39,7,Train/7/00007_00004_00015.png
45,46,5,6,40,41,7,Train/7/00007_00004_00016.png
47,46,6,5,42,41,7,Train/7/00007_00004_00017.png
49,49,6,6,44,44,7,Train/7/00007_00004_00018.png
50,51,5,6,45,46,7,Train/7/00007_00004_00019.png
53,52,6,5,48,47,7,Train/7/00007_00004_00020.png
55,56,5,6,50,51,7,Train/7/00007_00004_00021.png
58,58,6,6,53,53,7,Train/7/00007_00004_00022.png
